file,blank,ps1,ps2,multi,ice,badice,mos1,mos2,Y
fake_06265.pgm,0,0,1,1,0,0,0.5593670000000001,0.833887,ps2+multi
fake_06266.pgm,0,0,1,0,0,0,0.833887,0.0,ps2
fake_06267.pgm,0,1,1,1,0,0,0.654511,0.626084,ps1+ps2+multi
fake_06268.pgm,0,1,1,1,0,0,0.743193,0.696259,ps1+ps2+multi
fake_06270.pgm,0,1,0,0,0,0,0.814245,0.0,ps1
fake_06271.pgm,0,1,0,0,0,0,0.507717,0.0,ps1
fake_06272.pgm,0,1,0,0,0,0,0.60111,0.0,ps1
fake_06273.pgm,0,0,1,1,1,0,0.77072,0.592577,ps2+multi+ice
fake_06274.pgm,0,1,0,0,0,0,0.686565,0.0,ps1
fake_06275.pgm,0,1,0,0,0,0,0.686565,0.0,ps1
fake_06276.pgm,0,1,1,1,1,0,0.9299719999999999,0.783235,ps1+ps2+multi+ice
fake_06278.pgm,0,1,1,1,1,0,0.6774279999999999,0.8364510000000001,ps1+ps2+multi+ice
fake_06279.pgm,0,1,0,0,0,0,0.8364510000000001,0.0,ps1
fake_06281.pgm,0,0,1,0,1,0,0.5922189999999999,0.0,ps2+ice
fake_06282.pgm,0,1,0,0,0,0,0.89645,0.0,ps1
fake_06283.pgm,0,0,1,1,0,0,0.687866,0.573974,ps2+multi
fake_06284.pgm,0,0,1,0,1,0,0.7700520000000001,0.0,ps2+ice
fake_06286.pgm,0,1,0,1,0,0,0.591835,0.715738,ps1+multi
fake_06287.pgm,0,1,0,0,1,0,0.662779,0.0,ps1+ice
fake_06289.pgm,0,1,0,0,0,0,0.927032,0.0,ps1
fake_06290.pgm,0,1,0,0,0,0,0.927032,0.0,ps1
fake_06291.pgm,0,1,1,1,0,0,0.560716,0.72672,ps1+ps2+multi
fake_06293.pgm,0,1,0,0,0,0,0.9412969999999999,0.0,ps1
fake_06295.pgm,0,0,1,1,0,0,0.5678529999999999,0.812127,ps2+multi
fake_06296.pgm,0,1,0,0,0,0,0.579531,0.0,ps1
fake_06299.pgm,0,1,0,0,0,0,0.504035,0.0,ps1
fake_06300.pgm,0,1,0,0,0,0,0.504035,0.0,ps1
fake_06301.pgm,0,1,0,0,1,0,0.687066,0.0,ps1+ice
fake_06303.pgm,0,0,1,1,0,0,0.582017,0.5095850000000001,ps2+multi
fake_06304.pgm,0,0,1,0,1,0,0.5095850000000001,0.0,ps2+ice
fake_06305.pgm,0,1,0,0,0,0,0.582519,0.0,ps1
fake_06307.pgm,0,1,1,1,0,0,0.659392,0.902056,ps1+ps2+multi
fake_06308.pgm,0,0,1,0,1,0,0.68252,0.0,ps2+ice
fake_06309.pgm,0,1,1,1,0,0,0.907964,0.640602,ps1+ps2+multi
fake_06311.pgm,0,1,0,0,0,0,0.716967,0.0,ps1
fake_06312.pgm,0,1,0,1,0,0,0.924584,0.789462,ps1+multi
fake_06314.pgm,0,1,0,0,0,0,0.505931,0.0,ps1
fake_06315.pgm,0,1,0,0,0,0,0.505931,0.0,ps1
fake_06317.pgm,0,1,0,1,0,0,0.8993969999999999,0.673603,ps1+multi
fake_06319.pgm,0,1,0,0,0,0,0.8808889999999999,0.0,ps1
fake_06320.pgm,0,1,0,0,0,0,0.772189,0.0,ps1
fake_06324.pgm,0,0,1,0,1,0,0.6303479999999999,0.0,ps2+ice
fake_06325.pgm,0,0,1,0,0,0,0.6303479999999999,0.0,ps2
fake_06326.pgm,0,1,1,1,0,0,0.818905,0.898022,ps1+ps2+multi
fake_06327.pgm,0,1,0,0,1,0,0.898022,0.0,ps1+ice
fake_06328.pgm,0,1,0,0,0,0,0.898022,0.0,ps1
fake_06329.pgm,0,1,0,0,0,0,0.898022,0.0,ps1
fake_06330.pgm,0,0,1,1,1,0,0.5646260000000001,0.8476819999999999,ps2+multi+ice
fake_06331.pgm,0,0,1,1,0,0,0.866136,0.657263,ps2+multi
fake_06332.pgm,0,1,0,0,0,0,0.581561,0.0,ps1
fake_06333.pgm,0,1,0,0,0,0,0.737128,0.0,ps1
fake_06334.pgm,0,0,1,0,1,0,0.742692,0.0,ps2+ice
fake_06335.pgm,0,1,1,1,0,0,0.660334,0.867399,ps1+ps2+multi
fake_06337.pgm,0,1,1,1,0,0,0.52266,0.716866,ps1+ps2+multi
fake_06338.pgm,0,1,1,1,0,0,0.5893930000000001,0.551393,ps1+ps2+multi
fake_06339.pgm,0,1,1,1,1,0,0.564947,0.886869,ps1+ps2+multi+ice
fake_06341.pgm,0,1,0,0,0,0,0.651099,0.0,ps1
fake_06342.pgm,0,1,0,0,0,0,0.627969,0.0,ps1
fake_06343.pgm,0,1,0,0,0,0,0.7120340000000001,0.0,ps1
fake_06344.pgm,0,0,1,1,0,0,0.770104,0.7835529999999999,ps2+multi
fake_06345.pgm,0,1,0,0,0,0,0.621001,0.0,ps1
fake_06346.pgm,0,1,0,1,0,0,0.889603,0.642201,ps1+multi
fake_06347.pgm,0,1,1,1,0,0,0.7752859999999999,0.765473,ps1+ps2+multi
fake_06348.pgm,0,1,0,0,0,0,0.534906,0.0,ps1
fake_06351.pgm,0,1,1,1,0,0,0.751555,0.671474,ps1+ps2+multi
fake_06352.pgm,0,0,1,0,0,0,0.671474,0.0,ps2
fake_06353.pgm,0,0,1,0,1,0,0.614862,0.0,ps2+ice
fake_06354.pgm,0,1,0,0,0,0,0.923215,0.0,ps1
fake_06357.pgm,0,1,0,1,1,0,0.808949,0.7764409999999999,ps1+multi+ice
fake_06358.pgm,0,0,1,1,0,0,0.8768959999999999,0.6499590000000001,ps2+multi
fake_06360.pgm,0,1,1,1,0,0,0.74857,0.711327,ps1+ps2+multi
fake_06362.pgm,0,0,1,1,0,0,0.811369,0.775706,ps2+multi
fake_06363.pgm,0,0,1,0,1,0,0.553642,0.0,ps2+ice
fake_06364.pgm,0,1,0,1,0,0,0.5983470000000001,0.825206,ps1+multi
fake_06366.pgm,0,1,0,0,0,0,0.929896,0.0,ps1
fake_06373.pgm,0,0,1,1,1,0,0.803862,0.5117729999999999,ps2+multi+ice
fake_06374.pgm,0,1,0,0,0,0,0.500222,0.0,ps1
fake_06375.pgm,0,1,0,0,0,0,0.686145,0.0,ps1
fake_06376.pgm,0,1,0,1,0,0,0.761929,0.7359640000000001,ps1+multi
fake_06377.pgm,0,1,1,1,0,0,0.776802,0.802633,ps1+ps2+multi
fake_06378.pgm,0,0,1,0,0,0,0.802633,0.0,ps2
fake_06380.pgm,0,1,0,0,0,0,0.604445,0.0,ps1
fake_06381.pgm,0,1,0,1,0,0,0.6587890000000001,0.652302,ps1+multi
fake_06382.pgm,0,1,0,0,0,0,0.923473,0.0,ps1
fake_06384.pgm,0,1,1,1,0,0,0.653,0.694674,ps1+ps2+multi
fake_06385.pgm,0,1,0,0,1,0,0.94489,0.0,ps1+ice
fake_06389.pgm,0,1,1,1,0,0,0.560154,0.539154,ps1+ps2+multi
fake_06390.pgm,0,1,0,0,0,0,0.539154,0.0,ps1
fake_06392.pgm,0,0,1,0,0,0,0.657702,0.0,ps2
fake_06393.pgm,0,0,1,0,1,0,0.522315,0.0,ps2+ice
fake_06394.pgm,0,1,1,1,0,0,0.8746700000000001,0.651501,ps1+ps2+multi
fake_06396.pgm,0,1,0,0,0,0,0.72391,0.0,ps1
fake_06398.pgm,0,0,1,0,1,0,0.8290639999999999,0.0,ps2+ice
fake_06399.pgm,0,1,0,0,0,0,0.722911,0.0,ps1
fake_06400.pgm,0,1,0,0,0,0,0.8604950000000001,0.0,ps1
fake_06401.pgm,0,1,0,0,1,0,0.5187,0.0,ps1+ice
fake_06403.pgm,0,1,1,1,0,0,0.6719390000000001,0.8052060000000001,ps1+ps2+multi
fake_06404.pgm,0,1,0,1,0,0,0.9346450000000001,0.596295,ps1+multi
fake_06405.pgm,0,1,1,1,0,0,0.782728,0.649328,ps1+ps2+multi
fake_06406.pgm,0,1,0,0,1,0,0.725689,0.0,ps1+ice
fake_06407.pgm,0,1,1,1,0,0,0.9253129999999999,0.8902479999999999,ps1+ps2+multi
fake_06409.pgm,0,0,1,0,1,0,0.7708,0.0,ps2+ice
fake_06410.pgm,0,1,0,1,0,0,0.509493,0.897967,ps1+multi
fake_06412.pgm,0,1,0,1,0,0,0.653935,0.557726,ps1+multi
fake_06414.pgm,0,1,0,1,0,0,0.805709,0.579378,ps1+multi
fake_06418.pgm,0,0,1,0,1,0,0.5662659999999999,0.0,ps2+ice
fake_06419.pgm,0,1,0,1,0,0,0.7295689999999999,0.684282,ps1+multi
fake_06420.pgm,0,1,0,1,0,0,0.527141,0.534741,ps1+multi
fake_06421.pgm,0,1,1,1,0,0,0.912358,0.865397,ps1+ps2+multi
fake_06422.pgm,0,0,1,1,0,0,0.949551,0.842199,ps2+multi
fake_06426.pgm,0,1,0,0,0,0,0.654159,0.0,ps1
fake_06427.pgm,0,1,0,0,0,0,0.654159,0.0,ps1
fake_06429.pgm,0,0,1,1,0,0,0.869553,0.757329,ps2+multi
fake_06430.pgm,0,0,1,0,0,0,0.757329,0.0,ps2
fake_06431.pgm,0,1,0,0,0,0,0.72533,0.0,ps1
fake_06433.pgm,0,0,1,0,0,0,0.7319180000000001,0.0,ps2
fake_06434.pgm,0,1,1,1,0,0,0.5211899999999999,0.624173,ps1+ps2+multi
fake_06435.pgm,0,1,1,1,0,0,0.930126,0.667425,ps1+ps2+multi
fake_06436.pgm,0,0,1,0,1,0,0.667425,0.0,ps2+ice
fake_06437.pgm,0,0,1,0,1,0,0.5968180000000001,0.0,ps2+ice
fake_06438.pgm,0,0,1,0,1,0,0.7890119999999999,0.0,ps2+ice
fake_06439.pgm,0,1,0,0,0,0,0.57952,0.0,ps1
fake_06440.pgm,0,1,0,1,0,0,0.575943,0.790888,ps1+multi
fake_06443.pgm,0,1,0,0,0,0,0.725955,0.0,ps1
fake_06455.pgm,0,1,0,0,0,0,0.509447,0.0,ps1
fake_06458.pgm,0,1,0,0,0,0,0.6570060000000001,0.0,ps1
fake_06459.pgm,0,0,1,0,1,0,0.644063,0.0,ps2+ice
fake_06460.pgm,0,1,1,1,0,0,0.9096549999999999,0.687539,ps1+ps2+multi
fake_06461.pgm,0,1,1,1,0,0,0.915974,0.669362,ps1+ps2+multi
fake_06462.pgm,0,0,1,0,0,0,0.7142189999999999,0.0,ps2
fake_06463.pgm,0,0,1,1,1,0,0.711171,0.858475,ps2+multi+ice
fake_06464.pgm,0,0,1,0,0,0,0.858475,0.0,ps2
fake_06465.pgm,0,1,1,1,0,0,0.9185780000000001,0.944091,ps1+ps2+multi
fake_06466.pgm,0,1,0,0,0,0,0.944091,0.0,ps1
fake_06470.pgm,0,0,1,0,1,0,0.618115,0.0,ps2+ice
fake_06471.pgm,0,1,0,1,0,0,0.577842,0.8823790000000001,ps1+multi
fake_06472.pgm,0,1,1,1,0,0,0.711709,0.535629,ps1+ps2+multi
fake_06473.pgm,0,1,0,0,0,0,0.743995,0.0,ps1
fake_06475.pgm,0,1,0,0,0,0,0.712643,0.0,ps1
fake_06478.pgm,0,1,0,0,1,0,0.571842,0.0,ps1+ice
fake_06479.pgm,0,1,0,0,0,0,0.571842,0.0,ps1
fake_06481.pgm,0,0,1,0,1,0,0.749138,0.0,ps2+ice
fake_06483.pgm,0,0,1,0,1,0,0.652147,0.0,ps2+ice
fake_06484.pgm,0,1,0,1,0,0,0.7820819999999999,0.9024,ps1+multi
fake_06486.pgm,0,0,1,0,0,0,0.739359,0.0,ps2
fake_06487.pgm,0,1,1,1,0,0,0.587125,0.754571,ps1+ps2+multi
fake_06488.pgm,0,1,1,1,1,0,0.682829,0.578674,ps1+ps2+multi+ice
fake_06489.pgm,0,1,1,1,0,0,0.698628,0.656784,ps1+ps2+multi
fake_06490.pgm,0,1,0,1,0,0,0.576455,0.5671470000000001,ps1+multi
fake_06491.pgm,0,1,1,1,0,0,0.799044,0.591302,ps1+ps2+multi
fake_06492.pgm,0,1,0,0,0,0,0.533863,0.0,ps1
fake_06493.pgm,0,1,0,0,0,0,0.514775,0.0,ps1
fake_06494.pgm,0,1,0,0,1,0,0.543068,0.0,ps1+ice
fake_06495.pgm,0,1,1,1,0,0,0.653109,0.747605,ps1+ps2+multi
fake_06497.pgm,0,1,0,0,1,0,0.67469,0.0,ps1+ice
fake_06498.pgm,0,1,0,0,0,0,0.8437709999999999,0.0,ps1
fake_06500.pgm,0,1,0,1,0,0,0.882813,0.544762,ps1+multi
fake_06501.pgm,0,1,0,0,0,0,0.864613,0.0,ps1
fake_06503.pgm,0,1,0,1,0,0,0.912747,0.6703020000000001,ps1+multi
fake_06504.pgm,0,0,1,1,0,0,0.905718,0.801879,ps2+multi
fake_06506.pgm,0,1,0,0,0,0,0.8714290000000001,0.0,ps1
fake_06510.pgm,0,0,1,0,0,0,0.7914479999999999,0.7844899999999999,ps2
fake_06514.pgm,0,1,1,1,0,0,0.832777,0.913226,ps1+ps2+multi
fake_06515.pgm,0,1,0,0,0,0,0.886969,0.0,ps1
fake_06516.pgm,0,1,0,0,0,0,0.679613,0.0,ps1
fake_06517.pgm,0,1,0,0,0,0,0.679613,0.0,ps1
fake_06518.pgm,0,1,1,1,0,0,0.653867,0.526029,ps1+ps2+multi
fake_06519.pgm,0,1,1,1,0,0,0.63249,0.558487,ps1+ps2+multi
fake_06520.pgm,0,1,0,0,0,0,0.611306,0.0,ps1
fake_06521.pgm,0,1,0,0,1,0,0.9363469999999999,0.0,ps1+ice
fake_06522.pgm,0,0,1,0,1,0,0.721341,0.0,ps2+ice
fake_06524.pgm,0,1,1,1,0,0,0.935658,0.7212270000000001,ps1+ps2+multi
fake_06525.pgm,0,1,1,1,0,0,0.698448,0.776732,ps1+ps2+multi
fake_06527.pgm,0,1,1,1,0,0,0.507892,0.928632,ps1+ps2+multi
fake_06528.pgm,0,0,1,0,0,0,0.928632,0.0,ps2
fake_06529.pgm,0,0,1,0,1,0,0.516293,0.0,ps2+ice
fake_06531.pgm,0,1,0,1,0,0,0.8594870000000001,0.788096,ps1+multi
fake_06532.pgm,0,1,0,0,0,0,0.770054,0.0,ps1
fake_06534.pgm,0,1,1,1,0,0,0.925227,0.835026,ps1+ps2+multi
fake_06536.pgm,0,0,1,0,0,0,0.715643,0.0,ps2
fake_06537.pgm,0,0,1,1,0,0,0.602092,0.814369,ps2+multi
fake_06538.pgm,0,0,1,0,0,0,0.814369,0.0,ps2
fake_06539.pgm,0,0,1,1,0,0,0.815671,0.723634,ps2+multi
fake_06540.pgm,0,0,1,1,0,0,0.866684,0.932398,ps2+multi
fake_06541.pgm,0,0,1,1,0,0,0.9415,0.542957,ps2+multi
fake_06542.pgm,0,0,1,0,1,0,0.574258,0.0,ps2+ice
fake_06543.pgm,0,1,1,1,0,0,0.923544,0.944789,ps1+ps2+multi
fake_06547.pgm,0,1,1,1,0,0,0.599878,0.7042729999999999,ps1+ps2+multi
fake_06548.pgm,0,1,1,1,0,0,0.524728,0.678413,ps1+ps2+multi
fake_06549.pgm,0,1,0,1,1,0,0.916551,0.787008,ps1+multi+ice
fake_06551.pgm,0,1,1,1,0,0,0.718467,0.644038,ps1+ps2+multi
fake_06552.pgm,0,0,1,1,0,0,0.582521,0.834879,ps2+multi
fake_06553.pgm,0,1,0,1,0,0,0.522212,0.527928,ps1+multi
fake_06554.pgm,0,1,0,0,0,0,0.527928,0.0,ps1
fake_06556.pgm,0,1,0,1,0,0,0.713302,0.584252,ps1+multi
fake_06557.pgm,0,1,1,1,0,0,0.735275,0.733658,ps1+ps2+multi
fake_06559.pgm,0,0,1,1,0,0,0.730742,0.800243,ps2+multi
fake_06561.pgm,0,1,0,0,0,0,0.810187,0.0,ps1
fake_06562.pgm,0,1,0,1,0,0,0.514912,0.619643,ps1+multi
fake_06563.pgm,0,0,1,1,1,0,0.90261,0.511195,ps2+multi+ice
fake_06564.pgm,0,0,1,0,0,0,0.511195,0.0,ps2
fake_06565.pgm,0,0,1,0,1,0,0.511195,0.0,ps2+ice
fake_06566.pgm,0,0,1,0,1,0,0.545421,0.5733560000000001,ps2+ice
fake_06569.pgm,0,1,0,0,0,0,0.569282,0.0,ps1
fake_06570.pgm,0,1,0,0,0,0,0.5168510000000001,0.0,ps1
fake_06571.pgm,0,1,1,1,1,0,0.657007,0.53883,ps1+ps2+multi+ice
fake_06572.pgm,0,1,0,0,0,0,0.868508,0.0,ps1
fake_06573.pgm,0,1,0,0,0,0,0.669477,0.0,ps1
fake_06574.pgm,0,0,1,1,0,0,0.7948609999999999,0.932966,ps2+multi
fake_06575.pgm,0,0,1,0,1,0,0.539078,0.0,ps2+ice
fake_06576.pgm,0,1,1,1,1,0,0.843234,0.770302,ps1+ps2+multi+ice
fake_06577.pgm,0,0,1,0,0,0,0.770302,0.0,ps2
fake_06579.pgm,0,1,1,1,0,0,0.581687,0.8461559999999999,ps1+ps2+multi
fake_06580.pgm,0,1,1,1,0,0,0.675988,0.763306,ps1+ps2+multi
fake_06581.pgm,0,0,1,1,0,0,0.700742,0.832773,ps2+multi
fake_06582.pgm,1,0,0,0,0,0,0.0,0.0,blank
fake_06586.pgm,0,0,1,1,0,0,0.71607,0.909861,ps2+multi
fake_06589.pgm,0,1,1,1,1,0,0.837867,0.894813,ps1+ps2+multi+ice
fake_06590.pgm,0,1,0,0,0,0,0.894813,0.0,ps1
fake_06592.pgm,0,1,0,1,0,0,0.791629,0.869403,ps1+multi
fake_06593.pgm,0,1,1,1,1,0,0.721777,0.658767,ps1+ps2+multi+ice
fake_06594.pgm,0,1,0,0,0,0,0.868484,0.0,ps1
fake_06595.pgm,0,1,1,1,0,0,0.732278,0.741316,ps1+ps2+multi
fake_06596.pgm,0,1,0,0,0,0,0.5717369999999999,0.0,ps1
fake_06597.pgm,0,1,0,0,0,0,0.734854,0.0,ps1
fake_06599.pgm,0,1,0,0,0,0,0.542921,0.0,ps1
fake_06600.pgm,0,1,0,0,0,0,0.541701,0.0,ps1
fake_06602.pgm,0,1,0,0,0,0,0.9424959999999999,0.0,ps1
fake_06603.pgm,0,1,1,1,0,0,0.713889,0.545007,ps1+ps2+multi
fake_06604.pgm,0,1,0,0,0,0,0.670467,0.0,ps1
fake_06605.pgm,0,0,1,1,0,0,0.8388190000000001,0.543227,ps2+multi
fake_06607.pgm,0,1,0,1,0,0,0.871452,0.943974,ps1+multi
fake_06608.pgm,0,0,1,1,0,0,0.631236,0.821141,ps2+multi
fake_06610.pgm,0,0,1,0,1,0,0.700299,0.0,ps2+ice
fake_06611.pgm,0,0,1,1,0,0,0.916475,0.513518,ps2+multi
fake_06612.pgm,0,0,1,1,0,0,0.6417689999999999,0.639001,ps2+multi
fake_06613.pgm,0,1,0,0,0,0,0.6567609999999999,0.0,ps1
fake_06616.pgm,0,0,1,1,1,0,0.9277299999999999,0.638258,ps2+multi+ice
fake_06617.pgm,0,1,0,1,0,0,0.638602,0.623835,ps1+multi
fake_06619.pgm,0,1,0,0,0,0,0.874541,0.0,ps1
fake_06620.pgm,0,1,0,0,0,0,0.71135,0.0,ps1
fake_06621.pgm,0,1,0,0,0,0,0.5257729999999999,0.0,ps1
fake_06623.pgm,0,1,0,0,0,0,0.519687,0.0,ps1
fake_06625.pgm,0,1,1,1,0,0,0.872066,0.6699689999999999,ps1+ps2+multi
fake_06627.pgm,0,1,1,1,0,0,0.570351,0.5187609999999999,ps1+ps2+multi
fake_06629.pgm,0,1,0,1,0,0,0.681654,0.885575,ps1+multi
fake_06631.pgm,0,1,0,0,0,0,0.802229,0.0,ps1
fake_06632.pgm,0,0,1,1,1,0,0.503798,0.94415,ps2+multi+ice
fake_06634.pgm,0,0,1,1,0,0,0.7890010000000001,0.921824,ps2+multi
fake_06636.pgm,0,1,0,0,0,0,0.550529,0.0,ps1
fake_06637.pgm,0,1,1,1,0,0,0.556862,0.713824,ps1+ps2+multi
fake_06639.pgm,0,1,1,1,0,0,0.8468049999999999,0.749421,ps1+ps2+multi
fake_06640.pgm,0,1,0,0,0,0,0.749421,0.0,ps1
fake_06642.pgm,0,1,0,0,0,0,0.902078,0.0,ps1
fake_06644.pgm,0,0,1,0,0,0,0.868081,0.0,ps2
fake_06645.pgm,0,0,1,0,0,0,0.868081,0.0,ps2
fake_06646.pgm,0,1,0,0,0,0,0.9105489999999999,0.0,ps1
fake_06647.pgm,0,1,0,0,0,0,0.6610010000000001,0.0,ps1
fake_06648.pgm,0,1,0,0,0,0,0.6610010000000001,0.0,ps1
fake_06650.pgm,0,1,0,0,0,0,0.63565,0.0,ps1
fake_06651.pgm,0,1,0,1,0,0,0.613739,0.578033,ps1+multi
fake_06653.pgm,0,0,1,0,0,0,0.610663,0.0,ps2
fake_06655.pgm,0,0,1,0,0,0,0.758521,0.0,ps2
fake_06656.pgm,0,1,0,0,0,0,0.79984,0.0,ps1
fake_06657.pgm,0,1,1,1,0,0,0.773767,0.8443120000000001,ps1+ps2+multi
fake_06659.pgm,0,1,0,0,0,0,0.6156590000000001,0.0,ps1
fake_06660.pgm,0,0,1,1,0,0,0.571853,0.7728229999999999,ps2+multi
fake_06661.pgm,0,1,0,0,0,0,0.614115,0.0,ps1
fake_06662.pgm,0,1,0,1,1,0,0.7366739999999999,0.934673,ps1+multi+ice
fake_06664.pgm,0,0,1,0,0,0,0.678503,0.0,ps2
fake_06665.pgm,0,1,1,1,0,0,0.854461,0.5955779999999999,ps1+ps2+multi
fake_06666.pgm,0,1,0,0,0,0,0.6509159999999999,0.0,ps1
fake_06668.pgm,0,1,0,0,0,0,0.597785,0.0,ps1
fake_06669.pgm,0,1,0,0,0,0,0.718986,0.0,ps1
fake_06670.pgm,0,1,0,0,0,0,0.5748810000000001,0.0,ps1
fake_06671.pgm,0,1,1,1,0,0,0.758054,0.910877,ps1+ps2+multi
fake_06672.pgm,0,1,0,0,0,0,0.910877,0.0,ps1
fake_06673.pgm,0,0,1,1,0,0,0.5544939999999999,0.676967,ps2+multi
fake_06674.pgm,0,0,1,1,0,0,0.792438,0.942556,ps2+multi
fake_06675.pgm,0,1,0,0,1,0,0.734391,0.0,ps1+ice
fake_06676.pgm,0,1,1,1,1,0,0.9388049999999999,0.705616,ps1+ps2+multi+ice
fake_06677.pgm,0,1,0,0,0,0,0.7413,0.0,ps1
fake_06679.pgm,0,0,1,1,0,0,0.528852,0.511426,ps2+multi
fake_06682.pgm,0,0,1,0,0,0,0.763509,0.0,ps2
fake_06683.pgm,0,0,1,0,0,0,0.763509,0.0,ps2
fake_06684.pgm,0,1,0,1,0,0,0.763328,0.8307549999999999,ps1+multi
fake_06686.pgm,0,1,1,1,0,0,0.843461,0.9476540000000001,ps1+ps2+multi
fake_06690.pgm,0,0,1,0,1,0,0.51102,0.0,ps2+ice
fake_06692.pgm,0,1,1,1,0,0,0.763687,0.903817,ps1+ps2+multi
fake_06693.pgm,0,1,1,1,0,0,0.636666,0.734166,ps1+ps2+multi
fake_06695.pgm,0,1,1,1,0,0,0.9405540000000001,0.868683,ps1+ps2+multi
fake_06696.pgm,0,1,0,0,1,0,0.6591239999999999,0.0,ps1+ice
fake_06697.pgm,0,1,1,1,0,0,0.8804629999999999,0.8293010000000001,ps1+ps2+multi
fake_06698.pgm,0,0,1,1,0,0,0.541381,0.707685,ps2+multi
fake_06699.pgm,0,0,1,0,0,0,0.707685,0.0,ps2
fake_06700.pgm,0,1,0,0,0,0,0.70811,0.0,ps1
fake_06701.pgm,0,1,1,1,1,0,0.866859,0.7282420000000001,ps1+ps2+multi+ice
fake_06702.pgm,0,1,0,0,0,0,0.7282420000000001,0.0,ps1
fake_06703.pgm,0,1,1,1,0,0,0.507487,0.9411010000000001,ps1+ps2+multi
fake_06704.pgm,0,0,1,0,0,0,0.9411010000000001,0.0,ps2
fake_06705.pgm,0,1,0,0,0,0,0.935118,0.0,ps1
fake_06706.pgm,0,1,1,1,0,0,0.5404720000000001,0.8081020000000001,ps1+ps2+multi
fake_06707.pgm,0,1,0,0,1,0,0.511428,0.0,ps1+ice
fake_06708.pgm,0,1,0,0,0,0,0.511428,0.0,ps1
fake_06710.pgm,0,1,1,1,0,0,0.861308,0.8926930000000001,ps1+ps2+multi
fake_06713.pgm,0,1,1,1,0,0,0.502347,0.539153,ps1+ps2+multi
fake_06715.pgm,0,0,1,0,1,0,0.9004110000000001,0.0,ps2+ice
fake_06716.pgm,0,1,0,0,0,0,0.8995709999999999,0.0,ps1
fake_06717.pgm,0,1,0,1,0,0,0.594522,0.7322310000000001,ps1+multi
fake_06719.pgm,0,1,0,0,0,0,0.867807,0.0,ps1
fake_06720.pgm,0,1,0,0,0,0,0.8201510000000001,0.0,ps1
fake_06721.pgm,0,1,1,1,0,0,0.808461,0.659349,ps1+ps2+multi
fake_06722.pgm,0,1,1,1,1,0,0.5064770000000001,0.796348,ps1+ps2+multi+ice
fake_06723.pgm,0,1,0,0,0,0,0.548705,0.0,ps1
fake_06724.pgm,0,0,1,0,1,0,0.802037,0.0,ps2+ice
fake_06725.pgm,0,1,0,0,0,0,0.662072,0.0,ps1
fake_06726.pgm,0,1,0,1,0,0,0.525824,0.642099,ps1+multi
fake_06729.pgm,0,1,0,0,1,0,0.54213,0.0,ps1+ice
fake_06732.pgm,0,1,0,0,0,0,0.741614,0.0,ps1
fake_06733.pgm,0,1,0,0,0,0,0.782048,0.0,ps1
fake_06734.pgm,0,1,0,1,0,0,0.838677,0.746632,ps1+multi
fake_06735.pgm,0,1,1,1,0,0,0.540538,0.692409,ps1+ps2+multi
fake_06736.pgm,0,1,0,0,0,0,0.813149,0.0,ps1
fake_06737.pgm,0,1,0,0,0,0,0.813149,0.0,ps1
fake_06740.pgm,0,1,0,0,0,0,0.8989879999999999,0.0,ps1
fake_06741.pgm,0,0,1,1,0,0,0.5527489999999999,0.868102,ps2+multi
fake_06743.pgm,1,0,0,0,0,0,0.0,0.0,blank
fake_06744.pgm,0,0,1,1,0,0,0.658377,0.59421,ps2+multi
fake_06745.pgm,0,1,0,1,0,0,0.793326,0.792683,ps1+multi
fake_06748.pgm,0,1,0,1,0,0,0.760452,0.658025,ps1+multi
fake_06752.pgm,0,0,1,1,0,0,0.645184,0.931968,ps2+multi
fake_06753.pgm,0,1,0,0,0,0,0.556377,0.0,ps1
fake_06755.pgm,0,1,1,1,0,0,0.591775,0.7390180000000001,ps1+ps2+multi
fake_06756.pgm,0,1,0,0,0,0,0.788357,0.0,ps1
fake_06757.pgm,0,1,1,1,0,0,0.8162189999999999,0.9434879999999999,ps1+ps2+multi
fake_06758.pgm,0,1,0,0,1,0,0.78146,0.0,ps1+ice
fake_06759.pgm,0,1,0,1,0,0,0.715667,0.770575,ps1+multi
fake_06760.pgm,0,1,1,1,0,0,0.550113,0.687814,ps1+ps2+multi
fake_06761.pgm,0,0,1,1,0,0,0.6368590000000001,0.782949,ps2+multi
fake_06762.pgm,0,1,0,0,0,0,0.922222,0.0,ps1
fake_06763.pgm,0,0,1,0,1,0,0.812469,0.0,ps2+ice
fake_06765.pgm,0,1,1,1,1,0,0.5299649999999999,0.557243,ps1+ps2+multi+ice
fake_06766.pgm,0,1,0,0,0,0,0.633606,0.0,ps1
fake_06770.pgm,0,1,1,1,1,0,0.6755909999999999,0.611326,ps1+ps2+multi+ice
fake_06771.pgm,0,1,0,0,0,0,0.7034050000000001,0.0,ps1
fake_06773.pgm,0,1,0,1,0,0,0.5600890000000001,0.600474,ps1+multi
fake_06775.pgm,0,1,0,0,0,0,0.728035,0.0,ps1
fake_06776.pgm,0,0,1,1,0,0,0.676967,0.8309639999999999,ps2+multi
fake_06777.pgm,0,1,0,1,0,0,0.879215,0.547602,ps1+multi
fake_06778.pgm,0,1,0,0,0,0,0.547602,0.0,ps1
fake_06779.pgm,0,1,0,0,1,0,0.686912,0.0,ps1+ice
fake_06780.pgm,0,1,0,0,0,0,0.853621,0.0,ps1
